,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
0,0.0,0.0,0.0,0.005067622616913802,0.0,0.0,0.09121720710444844,0.0,0.0027700831024930752,0.0,0.0055401662049861505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027700831024930752,0.0,0.010135245233827604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010607788821899953,0.0027700831024930752,0.0,0.12458856118624737,0.0,0.0,0.0,0.0,0.0,0.04560860355222422,0.0,0.0,0.0,0.005067622616913802,0.0027700831024930752,0.0,0.0,0.03547335831839662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06587909401987943,0.0,0.005067622616913802,0.0,0.008310249307479225,0.0,0.0,0.005067622616913802,0.0,0.0,0.0055401662049861505,0.005067622616913802,0.0,0.0,0.537167997392863,0.0,0.0,0.0,0.0
1,0.0,0.0,0.026716206652512387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08014861995753715,0.0,0.0,0.0,0.22009907997169145,0.033085633404104746,0.0,0.05661712668082095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1367657466383581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.0,0.053432413305024774,0.0,0.0,0.0,0.0,0.0,0.0,0.05980184005661713,0.0,0.0,0.0,0.0,0.0,0.0,0.029900920028308565,0.0,0.0,0.08014861995753715,0.0,0.0,0.0,0.13358103326256193,0.0,0.0,0.026716206652512387,0.0,0.0
2,0.0,0.0020040080160320635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027200742949313256,0.0,0.0,0.0,0.0,0.0,0.1288674910797204,0.04868273131629111,0.0,0.0355100444792023,0.0,0.0,0.0,0.0,0.0,0.038369421770370005,0.011168678821056745,0.0,0.02233735764211349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06701207292634047,0.0,0.0,0.0,0.06070677941248349,0.0,0.0,0.006012024048096191,0.0,0.0,0.0,0.0,0.0,0.0,0.021188718901217065,0.0,0.0,0.24571093406324843,0.0,0.0,0.0,0.24571093406324843,0.0,0.0,0.02233735764211349,0.0,0.0
3,0.003125,0.0,0.0,0.0,0.0,0.00625,0.1864681603773585,0.0,0.008107311320754717,0.0,0.01748231132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.06612617924528302,0.0,0.0,0.0,0.0,0.0,0.0,0.011232311320754716,0.003125,0.0,0.0,0.011232311320754716,0.0,0.0,0.0,0.0,0.0,0.12160966981132075,0.0,0.0,0.0,0.003125,0.015625,0.04864386792452831,0.016214622641509434,0.04864386792452831,0.0,0.0,0.003125,0.0,0.003125,0.0,0.0,0.12971698113207547,0.0,0.05675117924528302,0.0,0.021875,0.0,0.0,0.01875,0.0,0.0,0.015625,0.03242924528301887,0.0,0.0,0.05675117924528302,0.008107311320754717,0.024321933962264154,0.03242924528301887,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.021956732321601547,0.0,0.0,0.0,0.0,0.0,0.0,0.003067484662576687,0.0,0.0,0.003067484662576687,0.08782692928640619,0.0,0.02809170164675492,0.003067484662576687,0.0,0.006134969325153374,0.0,0.0,0.22424927349047466,0.02809170164675492,0.0,0.0,0.0,0.006134969325153374,0.021956732321601547,0.0,0.006134969325153374,0.0,0.0,0.05263157894736841,0.09396189861155957,0.06587019696480464,0.0,0.0,0.02809170164675492,0.0,0.0,0.0,0.0,0.1317403939296093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021956732321601547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043913464643203094,0.043913464643203094,0.0,0.0,0.043913464643203094,0.0,0.0
5,0.0,0.0,0.0,0.015193107853800868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31145871100291783,0.0,0.0,0.0,0.0,0.0,0.007596553926900434,0.0,0.007596553926900434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06077243141520347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04557932356140261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05317587748830304,0.0,0.0,0.007596553926900434,0.0,0.0,0.05226083803801731,0.0,0.06836898534210391,0.0,0.2582828335146148,0.015193107853800868,0.0,0.031698347749520905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030386215707601735,0.0
6,0.03522504892367906,0.0,0.0,0.04500978473581213,0.0019569471624266144,0.0,0.0,0.0,0.05675146771037182,0.0,0.04892367906066536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06457925636007827,0.046966731898238745,0.0,0.05870841487279843,0.0,0.0,0.0,0.0,0.0,0.05283757338551859,0.0,0.0,0.07827788649706457,0.0,0.0,0.023483365949119372,0.0,0.0,0.0,0.0,0.0,0.0,0.05283757338551859,0.021526418786692758,0.07827788649706457,0.05870841487279843,0.0,0.0,0.0,0.029354207436399216,0.0,0.023483365949119372,0.0,0.0,0.0,0.0,0.0,0.0,0.033268101761252444,0.007827788649706457,0.0,0.07045009784735812,0.03522504892367906,0.0,0.033268101761252444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03543307086614173,0.4330708661417323,0.09448818897637795,0.0,0.0,0.0,0.3110236220472441,0.0,0.047244094488188976,0.003937007874015748,0.0,0.0,0.0,0.0,0.007874015748031496,0.011811023622047244,0.011811023622047244,0.0,0.0,0.0,0.0,0.015748031496062992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.010559381418388306,0.0,0.0,0.0022471910112359553,0.0,0.0,0.29566267971487253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17119729370544887,0.0,0.0,0.0,0.0,0.0,0.0022471910112359553,0.0,0.0,0.0,0.0,0.0,0.0595384801256494,0.0,0.0,0.021118762836776613,0.0,0.0,0.0,0.0,0.0022471910112359553,0.0,0.0,0.29566267971487253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042237525673553225,0.0,0.0,0.010559381418388306,0.0,0.0,0.0,0.0,0.0022471910112359553,0.0,0.0,0.0,0.0,0.0,0.031678144255164915,0.0,0.0,0.0,0.0
9,0.0,0.0,0.08194115907746895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01312093435836783,0.0,0.0,0.0,0.0,0.0,0.01312093435836783,0.0,0.15745121230041395,0.0,0.0,0.009868421052631578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009831460674157303,0.019662921348314606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06882022471910113,0.0,0.003289473684210526,0.0,0.03611028976936723,0.0,0.0,0.11801448846836192,0.009831460674157303,0.0,0.0,0.0,0.0,0.0,0.08848314606741572,0.0,0.0,0.14747191011235952,0.0,0.0,0.009831460674157303,0.12780898876404495,0.0,0.009831460674157303,0.019662921348314606,0.0,0.0
